Name: Screw Jam_0.7.0_Apkpure.apk
UnityVersion: 2021.3.23f1
IL2CPP: True
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 48, m_Name: Hidden/Universal Render Pipeline/Sampling, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 419, m_Name: Shader Graphs/ColorSlotShapeShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 419, m_Name: Shader Graphs/ColorSlotShapeShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 424, m_Name: Spine/Skeleton, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 424, m_Name: Spine/Skeleton, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 424, m_Name: Spine/Skeleton, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 424, m_Name: Spine/Skeleton, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 425, m_Name: Spine/Blend Modes/Skeleton PMA Additive, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 425, m_Name: Spine/Blend Modes/Skeleton PMA Additive, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 425, m_Name: Spine/Blend Modes/Skeleton PMA Additive, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 425, m_Name: Spine/Blend Modes/Skeleton PMA Additive, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 426, m_Name: Spine/Blend Modes/Skeleton PMA Multiply, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 426, m_Name: Spine/Blend Modes/Skeleton PMA Multiply, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 426, m_Name: Spine/Blend Modes/Skeleton PMA Multiply, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 426, m_Name: Spine/Blend Modes/Skeleton PMA Multiply, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 427, m_Name: Universal Render Pipeline/Lit, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 428, m_Name: Spine/SkeletonGraphic Additive, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 428, m_Name: Spine/SkeletonGraphic Additive, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 429, m_Name: Spine/SkeletonGraphic Screen, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 429, m_Name: Spine/SkeletonGraphic Screen, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 430, m_Name: Custom/WinStreakGradient, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 430, m_Name: Custom/WinStreakGradient, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 431, m_Name: Spine/SkeletonGraphic Multiply, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 431, m_Name: Spine/SkeletonGraphic Multiply, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 432, m_Name: Hidden/Shader Graph/FallbackError, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 432, m_Name: Hidden/Shader Graph/FallbackError, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 433, m_Name: Universal Render Pipeline/2D/Sprite-Lit-Default, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 433, m_Name: Universal Render Pipeline/2D/Sprite-Lit-Default, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 433, m_Name: Universal Render Pipeline/2D/Sprite-Lit-Default, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 433, m_Name: Universal Render Pipeline/2D/Sprite-Lit-Default, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 433, m_Name: Universal Render Pipeline/2D/Sprite-Lit-Default, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 433, m_Name: Universal Render Pipeline/2D/Sprite-Lit-Default, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 434, m_Name: Custom/Gradient, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 434, m_Name: Custom/Gradient, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 435, m_Name: Spine/SkeletonGraphic, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 435, m_Name: Spine/SkeletonGraphic, type: Shader}
Missed: for UnityEngine.IMGUIModule.dll/UnityEngine/GUISkin
Warning: pos: 96 != len: 8488 for: {fileID: 0 (unity default resources), pathID: 11000, m_Name: GameSkin, type: MonoBehaviour}
Missed: for UnityEngine.IMGUIModule.dll/UnityEngine/GUISkin
Missed: for UnityEngine.IMGUIModule.dll/UnityEngine/GUISkin
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRendererData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRendererData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRendererData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRendererData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRendererData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineAsset
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineAsset
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineAsset
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineAsset
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineAsset
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineGlobalSettings
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineGlobalSettings
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineGlobalSettings
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineGlobalSettings
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/UniversalRenderPipelineGlobalSettings
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/PostProcessData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/PostProcessData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/PostProcessData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/XRSystemData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/XRSystemData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/XRSystemData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/XRSystemData
Missed: for Unity.RenderPipelines.Universal.Runtime.dll/UnityEngine.Rendering.Universal/XRSystemData
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIntField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIntField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerValue
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerValue
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerUIntField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerUIntField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerCanvas
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerCanvas
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerColor
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerColor
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerHBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerHBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerHBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerEnumField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerEnumField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerButton
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerButton
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVector3
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVector3
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerPanel
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerPanel
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerGroup
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerGroup
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVector4
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVector4
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerPersistentCanvas
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerPersistentCanvas
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVector2
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVector2
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerMessageBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerMessageBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerMessageBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerRow
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerRow
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerRow
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerVBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerEnumHistory
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerEnumHistory
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerBitField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerBitField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectToggle
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TMP_InputField
Missed: for Unity.TextMeshPro.dll/TMPro/TMP_InputField
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.TextMeshPro.dll/TMPro/TextMeshProUGUI
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerToggleHistory
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerToggleHistory
1 GameObject 2021.3.23f1 - not find and will be used 2021.3.16f1
225 CanvasGroup 2021.3.23f1 - not find and will be used 2021.3.16f1
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIntField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerValue
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerUIntField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerCanvas
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerColor
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerHBox
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerEnumField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerButton
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerToggle
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/UIFoldout
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerIndirectFloatField
Missed: for Unity.RenderPipelines.Core.Runtime.dll/UnityEngine.Rendering.UI/DebugUIHandlerContainer
